,type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
181,2,Jogupalya,480,4,1,1,1,2,2,1,1,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,3,Avalahalli,650,0,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3
183,3,Rajarajeshwari Nagar,1200,15,2,2,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,3,Kadugodi,1000,6,1,4,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
185,3,Sunkenahalli Ward,1200,2,2,2,2,3,2,1,1,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
186,4,HSR Layout,1300,5,2,4,3,0,1,1,0,27000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
187,3,Konena Agrahara Ward,800,20,1,1,2,1,1,1,1,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
188,2,Narayanapura,450,1,1,2,1,4,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,3,Ejipura,700,0,1,1,0,2,2,1,0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3,Rajarajeshwari Nagar,1200,3,2,2,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
191,2,Rajajinagar,600,1,1,1,0,2,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
192,1,Cleveland Town,800,10,1,1,1,2,1,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,3,AGS Layout,1200,3,2,2,1,2,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
194,3,Shanthi Nagar,900,7,1,2,1,1,1,1,1,21000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,3,Basavanagudi,660,10,2,2,2,3,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
196,3,Varthur,660,1,1,2,2,3,3,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
197,3,BTM Layout,800,5,1,3,2,0,1,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
198,2,Madiwala,325,4,1,4,1,1,1,1,1,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
199,3,Katriguppe,600,10,2,2,2,0,2,1,0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
200,3,Jayanagar,750,10,1,3,2,2,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
201,3,Halasuru,900,5,1,4,1,1,1,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,3,Kaggadasapura,1400,5,2,2,3,1,2,1,1,20000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
203,2,Vignananagar,650,1,1,2,1,2,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204,2,Haralur,450,2,1,1,1,0,3,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,3,HSR Layout,1000,10,2,1,3,0,1,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
206,2,Marathahalli,550,2,2,1,1,1,3,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
207,3,Prakash Nagar Ward,550,15,1,3,2,1,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
208,2,Marathahalli,350,1,1,2,1,2,2,1,0,10500.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
209,4,Marenahalli,1600,2,3,2,2,1,2,1,0,21000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
210,2,Sriramamandir Ward,400,0,1,4,1,3,2,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
211,3,HSR Layout,600,2,1,1,2,3,1,1,1,15900.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
212,2,Koramangala,600,0,1,3,1,1,2,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
213,4,Bellanduru,1100,10,2,1,2,1,1,1,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,3,Hampi Nagar,1300,8,1,4,2,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
215,4,HSR Layout,1500,2,2,2,1,0,2,1,0,32000.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
216,3,Suddagunte Palya Ward,1100,17,2,1,0,0,2,1,0,18500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,3,Lal Bahadur Shastri Nagar,960,1,2,3,2,0,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
218,3,Hongasandra,1000,1,1,2,2,2,2,1,2,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
219,3,Thippasandra,1200,10,2,2,2,1,2,1,0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
220,3,Hosakerehalli,650,3,2,2,2,1,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
221,3,Basavanagudi,800,2,2,2,2,3,2,1,1,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
222,3,Varthur,700,1,2,2,2,1,2,1,0,9400.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
223,3,Kamakshi Palya,850,5,2,2,2,1,1,1,2,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
224,2,Dodda Nekkundi,360,2,1,2,0,3,1,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225,2,Jogupalya,800,22,1,2,2,0,2,1,0,21000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1
226,1,C V Raman Nagar,400,8,1,4,1,4,2,1,0,9500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
227,1,Munekolala,400,1,1,1,1,4,2,1,0,9000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
228,3,Yediyur Ward,1200,5,2,1,2,2,1,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
229,3,Sudhama Nagara,500,0,1,2,2,2,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
230,3,Narayanapura,900,6,2,1,3,0,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,2,Madiwala,400,5,1,4,1,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,2,Munekolala,400,0,1,1,1,1,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
233,3,Jakkasandra,400,8,1,2,0,3,1,1,1,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,Jayanagar,400,17,1,1,2,0,1,1,0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
235,1,Jakkasandra,300,0,1,1,1,4,2,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
236,4,Prakash Nagar Ward,1250,1,2,1,3,1,1,1,1,26000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
237,3,HSR Layout,850,10,2,4,2,0,2,1,0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
238,2,Hagadur,300,2,1,1,1,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
239,3,Hosa Tippasandra,750,15,2,1,2,1,2,1,2,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
240,3,ISRO Layout,1000,12,2,2,2,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
241,1,Koramangala,350,4,1,2,1,4,2,1,1,14500.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
242,4,Nagarabhavi,1200,10,3,3,2,0,2,1,2,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
243,3,Jaraganahalli Ward,600,7,1,1,1,1,2,1,1,11500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,3,Hampi Nagar,450,15,1,3,0,1,1,1,1,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
245,2,Wilson Garden,550,0,1,1,0,1,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
246,2,Gurappanapalya Ward,500,15,1,4,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
247,2,Bellanduru,800,3,1,1,1,1,1,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
248,3,Kumaraswamy Layout,800,3,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
249,4,Nagarabhavi,1500,10,3,1,3,0,1,1,2,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
250,2,Puttenahalli,700,0,1,3,2,0,2,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
251,4,Koramangala,1200,15,2,3,3,0,2,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,3,HSR Layout,800,4,1,4,2,0,2,1,0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
253,2,Ejipura,500,0,1,2,1,2,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
254,3,Hampi Nagar,1000,0,2,2,2,2,1,1,1,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
255,3,Sriramamandir Ward,625,1,2,4,2,1,1,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
256,2,Kaggadasapura,600,1,1,1,1,2,2,1,2,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
257,2,Vignananagar,650,2,1,1,2,2,1,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
258,2,Varthur,400,10,1,1,2,2,1,1,1,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
259,1,Madiwala,300,17,1,2,1,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
260,3,Puttenahalli,900,5,2,1,0,2,1,1,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
261,2,Nagarabhavi,800,8,2,1,1,0,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,2,Bellanduru,550,2,1,2,1,0,3,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
263,2,Dodda Nekkundi,500,1,1,2,1,1,3,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
264,2,Basavanagudi,500,1,1,3,1,1,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
265,2,Koramangala,500,5,2,4,1,0,1,1,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,3,AGS Layout,900,0,2,2,3,2,2,1,0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2
267,3,Kottigepalya,800,3,1,1,0,2,1,1,0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,3,Jnana Bharathi,900,3,2,1,2,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,3,ISRO Layout,650,20,1,1,2,1,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,2,Lal Bahadur Shastri Nagar,700,10,1,3,2,0,3,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
271,4,Puttenahalli,1350,10,2,1,3,0,2,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,4,Rajarajeshwari Nagar,1200,10,2,1,0,1,1,1,1,12495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,3,Kadugodi,500,3,1,4,2,1,3,1,2,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
274,2,Sriramamandir Ward,600,15,1,2,1,1,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
275,3,Ejipura,1100,5,2,1,2,1,2,1,1,25000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
276,3,Ittamadu,900,0,2,1,2,0,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,3,Banashankari,800,20,2,1,2,0,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
278,3,Pattanagere,1200,10,2,2,2,0,1,1,0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
279,2,Rajarajeshwari Nagar,600,3,1,2,1,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,3,Hongasandra,600,5,2,4,2,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
281,2,BTM Layout,425,10,1,4,1,1,3,1,1,13000.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
282,4,HSR Layout,1100,15,3,4,3,0,1,1,1,21000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3
283,3,HSR Layout,1200,5,2,1,0,2,1,1,1,27000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
284,3,Bellanduru,600,0,2,1,2,0,2,1,1,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
285,3,Vrisabhavathi Nagar,900,15,1,1,3,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
286,3,Rajajinagar,650,10,1,1,3,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
287,3,BTM Layout,570,20,1,2,1,1,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3
288,3,Haralur,800,3,1,2,1,2,3,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
289,3,Sriramamandir Ward,800,0,2,1,2,0,2,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
290,2,Vijayanagar,400,3,1,2,1,3,2,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
291,3,Hosa Tippasandra,340,3,1,3,1,3,1,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,1,Pattabhiram Nagar,300,2,1,1,1,4,2,1,1,8500.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
293,2,Jakkasandra,600,2,1,2,1,2,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
294,2,Sriramamandir Ward,400,0,1,2,0,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
295,2,Hosa Tippasandra,600,15,1,2,0,2,1,1,2,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3,Srinagar,650,7,2,2,0,2,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
297,3,Rajajinagar,800,3,2,2,1,2,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298,3,Sunkenahalli Ward,650,5,1,1,1,2,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299,4,Vishveshwara Puram,900,10,2,2,3,2,1,1,1,15000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
300,4,BCC Layout,1000,20,2,2,0,0,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,3,HSR Layout,600,3,2,1,1,2,1,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,3,Jaraganahalli Ward,650,8,1,2,0,1,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,3,Shakambari Nagar,1200,8,2,2,2,0,1,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
304,1,Varthur,350,0,1,2,2,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
305,2,Sarakki,500,5,1,1,1,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
306,1,Jayanagar,225,10,1,2,1,3,2,1,0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
307,3,Ejipura,600,8,2,3,2,3,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
308,2,Jakkasandra,700,10,2,1,1,0,1,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
309,2,Munekolala,650,3,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
310,3,Hosakerehalli,800,6,2,2,0,2,1,1,2,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
311,2,Kaggadasapura,700,3,1,1,1,1,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
312,3,Thubarahalli,1000,0,2,1,2,4,2,1,2,23000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,3
313,3,AGS Layout,1000,0,2,2,2,0,2,1,1,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3
314,3,HAL Airport Ward,850,11,2,4,2,0,1,1,0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
315,3,Bellanduru,1200,8,2,4,2,0,1,1,0,20000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,3,Kamakshi Palya,1200,20,1,1,2,3,2,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,3,GM Palya,800,7,2,2,2,0,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
318,3,Mangammanapalya,1000,5,2,4,0,1,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
319,3,Shivanagara,1000,3,2,2,2,2,2,1,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
320,3,Hosakerehalli,800,8,2,1,1,0,1,1,0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
321,2,Srinivasapura,1500,2,1,2,2,2,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
322,3,Bilekahalli,750,8,2,2,2,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
323,3,Puttenahalli,650,3,2,1,1,1,2,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
324,2,Jakkasandra,600,5,1,2,2,2,2,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
325,2,Madiwala,450,4,1,1,1,1,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,3,Others,450,15,1,2,1,2,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
327,3,Bhuvaneshwari Nagar,1000,5,1,2,2,1,2,1,1,13000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
328,3,Jnana Bharathi,900,14,1,1,2,0,2,1,0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329,4,Attiguppe,1400,8,3,1,3,1,2,1,2,26000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
330,2,Ambalipura,1200,7,1,1,1,0,2,1,1,12000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
331,1,Koramangala,350,8,1,4,1,2,1,1,1,12000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
332,3,Ramagondanahalli,1200,5,2,1,2,0,3,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
333,3,Madiwala,800,20,2,3,2,0,3,1,1,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
334,3,Udaya Nagar,700,7,1,3,0,1,1,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
335,3,Kumaraswamy Layout,800,6,2,2,2,2,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
336,1,Dodda Nekkundi,300,1,1,1,1,3,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0
337,3,Katriguppe,700,6,2,1,2,2,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
338,3,Hosa Tippasandra,1100,14,1,4,1,0,2,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339,3,Suddagunte Palya Ward,1000,15,2,2,0,0,2,1,0,20000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
340,3,Sriramamandir Ward,1200,15,1,4,2,0,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
341,3,Narayanapura,900,12,2,2,3,1,1,1,1,18000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
342,4,Srinagar,500,6,3,1,3,0,1,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343,3,Jaraganahalli Ward,650,0,2,1,2,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
344,3,Ittamadu,700,5,1,1,2,0,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
345,3,Sunkenahalli Ward,875,6,2,1,2,1,2,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
346,3,Jnana Bharathi,1200,7,1,1,2,2,2,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
347,3,Benniganahalli Ward,600,15,2,2,3,1,2,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
348,3,Mangammanapalya,600,2,2,2,2,2,1,1,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
349,1,BTM Layout,200,0,1,3,0,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
350,3,Halasuru,650,20,1,2,0,2,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
351,3,Banashankari,1300,5,2,4,2,1,1,1,1,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,3,HSR Layout,600,0,2,4,2,2,2,1,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,3,Shakambari Nagar,1100,1,1,1,3,0,1,1,0,22500.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
354,3,Ejipura,800,10,2,2,1,1,1,1,1,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
355,2,Rajajinagar,600,15,1,4,2,1,1,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
356,2,Hongasandra,1000,1,2,4,2,2,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
357,3,Kumaraswamy Layout,800,10,1,1,1,0,2,1,1,15000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358,4,Hoodi,950,6,2,1,2,0,2,1,0,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
359,3,Thubarahalli,1100,5,2,2,0,2,1,1,2,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,4,Hanumantha Nagar,1400,1,2,1,2,1,2,1,2,17000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
361,3,Basavanagudi,1000,20,1,4,2,0,2,1,0,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
362,3,Jakkasandra,800,6,2,2,0,2,1,1,1,17000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
363,3,Bellanduru,650,10,1,1,2,1,3,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
