type,locality,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,PARK,RWH,STP,HK,PB,VP,city,furnishing_encoded,parking_encoded
3,Others,0,0,0,1,700,1.0,1.0,2,0.0,2.0,4.0,CORPORATION,IF,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,0
3,HAL Airport Ward,0,0,0,1,1200,0.0,2.0,1,2.0,0.0,3.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Bellanduru,0,0,0,1,1515,1.0,3.0,2,6.0,1.0,5.0,BOREWELL,AP,2.0,27000.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,Bengaluru,1,3
4,Amarjyothi Nagar,0,1,0,0,1450,2.0,2.0,1,3.0,1.0,5.0,CORP_BORE,AP,2.0,30000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Hampi Nagar,0,0,0,1,750,15.0,1.0,1,1.0,1.0,2.0,CORPORATION,IF,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
3,Pattanagere,0,1,0,1,1400,0.0,1.0,1,1.0,2.0,4.0,CORP_BORE,AP,1.0,9500.0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,Bengaluru,2,3
3,Kadugodi,1,1,1,1,1225,3.0,2.0,4,2.0,2.0,4.0,BOREWELL,AP,2.0,24000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,Bengaluru,1,3
1,Brookefields,1,1,1,0,180,2.0,1.0,1,1.0,0.0,3.0,BOREWELL,AP,0.0,8000.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Bellanduru,0,0,0,1,800,10.0,2.0,2,2.0,2.0,2.0,BOREWELL,IF,2.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Hagadur,1,0,0,1,1000,5.0,2.0,2,2.0,0.0,2.0,CORPORATION,IF,0.0,14000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Varthur,0,0,0,1,1100,1.0,2.0,2,6.0,2.0,3.0,CORPORATION,IH,1.0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,3
3,Hagadur,1,1,0,1,1200,1.0,2.0,1,4.0,1.0,5.0,CORP_BORE,AP,2.0,23000.0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,Bengaluru,1,2
4,Bellanduru,1,1,1,1,1700,4.0,2.0,1,3.0,1.0,11.0,CORP_BORE,AP,3.0,35000.0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,Bengaluru,1,3
2,Brookefields,1,1,0,1,800,5.0,1.0,2,2.0,1.0,5.0,CORP_BORE,AP,2.0,16500.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,Bengaluru,2,3
3,Bellanduru,0,0,0,1,750,0.0,2.0,2,2.0,1.0,4.0,BOREWELL,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bengaluru,1,2
2,JP Nagar,0,0,0,0,600,4.0,1.0,1,0.0,2.0,2.0,CORPORATION,IF,0.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,0
3,Kumaraswamy Layout,0,0,0,0,750,3.0,2.0,3,2.0,1.0,3.0,CORPORATION,IH,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Basavanagudi,0,0,0,1,1000,5.0,2.0,1,2.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
1,HSR Layout,0,0,0,1,300,0.0,1.0,2,1.0,3.0,3.0,BOREWELL,IF,0.0,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Suddagunte Palya Ward,1,0,0,1,450,9.0,1.0,2,0.0,1.0,1.0,CORPORATION,IF,1.0,12000.0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,0,2
4,Shanthi Nagar,0,0,0,0,1000,7.0,1.0,1,3.0,1.0,2.0,CORP_BORE,IF,1.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
4,Yelchenahalli Ward,0,0,0,0,1800,10.0,3.0,2,3.0,7.0,8.0,CORP_BORE,AP,3.0,35000.0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
4,AECS Layout,0,1,0,1,1500,4.0,3.0,2,3.0,2.0,5.0,BOREWELL,AP,3.0,36000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Others,0,0,0,1,1000,2.0,2.0,1,2.0,1.0,2.0,CORP_BORE,AP,2.0,15000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bengaluru,1,3
3,Vignananagar,0,1,0,0,975,3.0,2.0,2,2.0,1.0,3.0,CORPORATION,IF,2.0,16000.0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,Bengaluru,1,3
3,BTM Layout,0,0,0,0,600,0.0,2.0,1,2.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kaadubeesanahalli,1,1,1,1,1325,7.0,2.0,4,2.0,5.0,6.0,CORP_BORE,AP,4.0,24000.0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,Madiwala,0,0,0,1,700,2.0,1.0,2,1.0,0.0,1.0,CORP_BORE,IF,0.0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Yelchenahalli Ward,0,0,0,1,600,5.0,1.0,1,2.0,1.0,2.0,CORP_BORE,IF,1.0,11000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,Bengaluru,1,1
4,Hagadur,1,1,1,1,1400,1.0,3.0,4,5.0,2.0,4.0,BOREWELL,AP,1.0,28000.0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,Bengaluru,1,2
3,Thubarahalli,1,1,1,1,1285,4.0,2.0,1,2.0,2.0,3.0,BOREWELL,AP,2.0,20000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,1,3
3,Narayanapura,0,0,0,1,1000,8.0,2.0,2,2.0,0.0,1.0,CORPORATION,IF,1.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,1
4,Lal Bahadur Shastri Nagar,0,1,0,1,1500,10.0,3.0,4,3.0,0.0,2.0,CORP_BORE,AP,3.0,27000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Hagadur,1,1,0,1,1145,0.0,2.0,1,2.0,0.0,4.0,BOREWELL,AP,2.0,21000.0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Bengaluru,1,3
4,Ittamadu,0,0,0,0,1350,9.0,3.0,1,3.0,2.0,4.0,CORP_BORE,IF,0.0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Koramangala,0,0,0,1,1100,1.0,2.0,2,0.0,4.0,4.0,CORPORATION,IF,1.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Bengaluru,0,3
3,Jakkasandra,1,1,0,1,1100,1.0,2.0,4,4.0,0.0,4.0,CORPORATION,AP,0.0,29000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Bengaluru,2,3
4,Varthur,1,1,1,1,2100,3.0,3.0,1,3.0,1.0,10.0,BOREWELL,AP,5.0,22000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,Bengaluru,1,3
3,Kadugodi,0,1,0,1,1075,1.0,2.0,2,2.0,1.0,5.0,CORP_BORE,AP,1.0,17000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,3
2,Dodda Nekkundi,0,0,0,1,350,5.0,1.0,1,1.0,1.0,1.0,CORPORATION,IF,1.0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,0
3,Thubarahalli,0,0,0,1,885,7.0,2.0,2,5.0,2.0,3.0,CORP_BORE,AP,1.0,19500.0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
3,Kadugodi,1,1,1,1,1450,3.0,2.0,2,2.0,4.0,4.0,BOREWELL,AP,2.0,27000.0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,2,3
3,Jaraganahalli Ward,0,0,0,1,800,5.0,1.0,1,1.0,0.0,0.0,CORP_BORE,IH,0.0,12000.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bhuvaneshwari Nagar,1,1,1,1,880,15.0,2.0,3,2.0,1.0,8.0,CORP_BORE,AP,0.0,13500.0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,Bengaluru,1,3
3,Others,0,0,0,1,600,20.0,2.0,1,2.0,1.0,2.0,CORP_BORE,IF,0.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Kadugodi,1,1,0,0,1100,1.0,2.0,2,2.0,3.0,4.0,BOREWELL,AP,1.0,17000.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,Bengaluru,1,3
3,JP Nagar,0,0,0,1,1100,15.0,2.0,4,3.0,1.0,2.0,CORPORATION,IF,1.0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Others,1,1,1,1,1586,2.0,3.0,2,3.0,7.0,10.0,CORP_BORE,AP,1.0,32000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,Bengaluru,1,3
4,Hongasandra,1,1,1,1,1620,3.0,3.0,3,3.0,7.0,24.0,CORP_BORE,AP,2.0,35000.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Bengaluru,1,3
3,HAL Airport Ward,0,0,0,1,1300,4.0,2.0,4,2.0,0.0,2.0,CORP_BORE,IF,2.0,17000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
2,Haralur,0,0,0,1,650,5.0,1.0,1,1.0,0.0,3.0,BOREWELL,IF,0.0,11000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Thubarahalli,1,1,1,1,1350,10.0,2.0,2,3.0,2.0,3.0,CORPORATION,AP,3.0,21000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,Bengaluru,1,2
4,BTM Layout,0,0,0,1,1900,6.0,3.0,2,4.0,1.0,1.0,CORPORATION,IF,2.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,1,3
3,BTM Layout,0,0,0,1,800,20.0,2.0,4,2.0,0.0,2.0,CORP_BORE,IF,0.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
4,Ramagondanahalli,1,1,1,1,1470,1.0,2.0,2,3.0,3.0,12.0,CORP_BORE,AP,3.0,26000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,Bengaluru,1,3
3,Bommanahalli,0,0,0,0,800,0.0,2.0,2,0.0,0.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Hanumantha Nagar,0,0,0,0,1000,20.0,2.0,4,4.0,1.0,2.0,CORP_BORE,AP,1.0,14500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,Bengaluru,1,3
3,Rajarajeshwari Nagar,0,0,0,0,800,10.0,1.0,2,2.0,0.0,1.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Maruthi Seva Nagar,0,0,0,1,500,1.0,1.0,1,0.0,1.0,3.0,CORP_BORE,IF,1.0,11000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Bengaluru,0,1
3,Puttenahalli,0,1,0,1,1000,10.0,2.0,3,0.0,3.0,4.0,CORPORATION,AP,2.0,14000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,1
3,Marathahalli,1,1,0,1,2322,0.0,2.0,3,2.0,2.0,3.0,CORPORATION,AP,2.0,25000.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,2,1
3,Bellanduru,0,1,0,1,1175,10.0,2.0,2,2.0,4.0,5.0,BOREWELL,AP,2.0,27000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Bengaluru,1,2
3,BTM Layout,0,0,0,1,1200,5.0,2.0,2,0.0,1.0,4.0,CORP_BORE,AP,2.0,20000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Bengaluru,1,3
4,Brookefields,1,1,1,0,1600,6.0,2.0,1,3.0,1.0,5.0,CORP_BORE,AP,2.0,24000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,Bengaluru,1,3
3,Rajarajeshwari Nagar,0,1,0,1,1200,10.0,2.0,1,2.0,2.0,3.0,CORP_BORE,AP,4.0,14000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
3,Varthur,1,1,1,0,1210,0.0,2.0,4,2.0,0.0,13.0,CORP_BORE,AP,2.0,23000.0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,Bengaluru,1,3
2,Dodda Nekkundi,0,0,0,0,1200,0.0,1.0,1,1.0,1.0,3.0,CORP_BORE,IF,1.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bengaluru,1,3
4,Vimanapura,0,0,0,1,2000,10.0,2.0,4,7.0,0.0,1.0,CORPORATION,IH,0.0,30000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,2,3
3,Hagadur,0,1,1,1,1062,0.0,2.0,4,2.0,1.0,4.0,CORP_BORE,AP,1.0,20000.0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,Bengaluru,1,3
3,JP Nagar,0,0,0,1,500,5.0,1.0,4,0.0,1.0,2.0,CORPORATION,IF,1.0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,0,0
2,Kumaraswamy Layout,0,0,0,1,900,6.0,2.0,3,2.0,0.0,0.0,CORP_BORE,IH,0.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bengaluru,1,3
3,Dodda Nekkundi,1,1,0,0,1200,5.0,2.0,2,2.0,2.0,4.0,BOREWELL,AP,1.0,24000.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,HSR Layout,0,0,0,0,950,10.0,2.0,2,2.0,0.0,3.0,CORP_BORE,IF,0.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Srinivasapura,0,0,0,0,600,4.0,1.0,1,2.0,0.0,1.0,CORPORATION,IH,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Bhuvaneshwari Nagar,0,0,0,1,1000,12.0,2.0,2,3.0,1.0,1.0,CORP_BORE,IF,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Bengaluru,1,1
4,Rajarajeshwari Nagar,0,1,0,1,2000,5.0,4.0,1,3.0,3.0,4.0,CORP_BORE,AP,3.0,19000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,2
2,Munekolala,0,0,0,1,600,5.0,1.0,3,1.0,2.0,2.0,CORP_BORE,IF,0.0,10500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Bengaluru,1,1
3,Yelchenahalli Ward,0,0,0,1,600,9.0,3.0,1,3.0,0.0,3.0,CORPORATION,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,AGS Layout,0,0,0,1,1242,5.0,2.0,2,0.0,2.0,4.0,CORPORATION,AP,1.0,14000.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,Bengaluru,1,3
4,Hoodi,1,1,0,1,1699,10.0,3.0,2,5.0,1.0,4.0,CORP_BORE,AP,4.0,24000.0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,Bengaluru,1,3
3,Yediyur Ward,0,0,0,0,600,6.0,1.0,2,1.0,2.0,2.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kadugodi,1,1,1,0,1000,0.0,2.0,4,2.0,3.0,3.0,BOREWELL,AP,2.0,16000.0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,Bengaluru,1,3
4,Madiwala,0,1,0,1,1300,15.0,2.0,4,4.0,1.0,4.0,CORP_BORE,AP,1.0,25000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,Bengaluru,1,3
3,Ejipura,0,0,0,0,800,15.0,1.0,2,2.0,0.0,2.0,CORPORATION,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,AGS Layout,0,0,0,1,700,1.0,2.0,1,1.0,1.0,3.0,CORP_BORE,IF,0.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bengaluru,1,1
4,Hemmigepura,0,0,0,1,1494,14.0,2.0,2,2.0,1.0,1.0,CORPORATION,IH,0.0,27000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
4,Banashankari,0,1,0,1,1200,0.0,2.0,1,3.0,3.0,5.0,CORP_BORE,IF,1.0,25000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,Bengaluru,1,3
3,Kumaraswamy Layout,0,0,0,0,675,4.0,1.0,3,2.0,1.0,2.0,CORP_BORE,IF,0.0,12500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Kodihalli,0,0,0,0,600,4.0,1.0,2,2.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Jakkasandra,0,0,0,1,400,0.0,1.0,1,1.0,3.0,3.0,CORP_BORE,IH,0.0,10000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
2,Ejipura,0,0,0,1,450,5.0,1.0,1,1.0,2.0,3.0,CORPORATION,IH,1.0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
3,Bhuvaneshwari Nagar,0,0,0,0,1200,5.0,1.0,2,2.0,1.0,1.0,BOREWELL,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Mangammanapalya,0,0,0,1,700,0.0,2.0,2,2.0,2.0,3.0,CORPORATION,IF,1.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,Bengaluru,1,1
3,Pattanduru Agrahara,1,1,1,0,1200,0.0,2.0,1,0.0,4.0,4.0,BOREWELL,AP,1.0,20000.0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,Bengaluru,1,3
3,Hagadur,1,1,1,1,1300,1.0,2.0,4,3.0,3.0,4.0,BOREWELL,AP,3.0,20000.0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,Bengaluru,1,3
3,Gurappanapalya Ward,0,0,0,1,900,5.0,2.0,2,2.0,0.0,1.0,CORPORATION,IH,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Srinivasapura,1,1,1,1,1300,1.0,2.0,2,2.0,3.0,3.0,CORP_BORE,AP,2.0,16000.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,Bengaluru,1,3
2,Puttenahalli,0,0,0,0,600,25.0,1.0,1,0.0,1.0,1.0,CORPORATION,IF,0.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bengaluru,0,3
3,Hagadur,0,0,0,1,1205,2.0,2.0,2,2.0,0.0,3.0,BOREWELL,AP,1.0,18300.0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,Bengaluru,1,3
3,Chikkalasandra,0,1,0,1,865,7.0,2.0,1,2.0,2.0,3.0,CORPORATION,AP,1.0,10000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Bengaluru,1,3
3,Bellanduru,1,1,0,1,1100,2.0,2.0,4,0.0,3.0,4.0,BOREWELL,AP,1.0,19500.0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,Bengaluru,1,3
3,Marenahalli,0,0,0,1,800,10.0,1.0,1,1.0,0.0,3.0,CORPORATION,AP,0.0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Dodda Nekkundi,0,0,0,1,1100,0.0,2.0,1,2.0,1.0,2.0,CORPORATION,IF,1.0,18500.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Madiwala,0,0,0,1,1100,9.0,2.0,1,3.0,0.0,2.0,CORPORATION,IF,0.0,19500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Vijayanagar,0,0,0,1,500,10.0,1.0,2,0.0,0.0,2.0,CORPORATION,IF,0.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,Madiwala,0,0,0,0,600,0.0,2.0,3,2.0,3.0,3.0,CORP_BORE,IF,0.0,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,AECS Layout,0,0,0,1,1000,1.0,2.0,3,2.0,2.0,3.0,CORP_BORE,AP,1.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,HSR Layout,0,0,0,0,950,4.0,2.0,2,2.0,1.0,3.0,CORP_BORE,IF,1.0,23000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
3,Jaraganahalli Ward,0,0,0,1,750,3.0,1.0,1,0.0,1.0,2.0,CORPORATION,IF,1.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,1
3,Sarakki,0,0,0,1,1000,5.0,2.0,3,2.0,2.0,2.0,CORPORATION,AP,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bengaluru,1,1
2,Hoysala Nagara,0,0,0,0,300,10.0,1.0,3,0.0,1.0,2.0,CORP_BORE,IF,0.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,0,1
3,BCC Layout,0,1,0,0,950,0.0,2.0,1,2.0,2.0,4.0,CORP_BORE,IF,1.0,18000.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,Bengaluru,1,2
3,Puttenahalli,0,0,0,1,1400,0.0,2.0,1,2.0,2.0,3.0,CORP_BORE,IF,1.0,30000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bengaluru,1,3
3,Marathahalli,0,1,0,1,800,3.0,2.0,1,0.0,5.0,6.0,CORP_BORE,AP,0.0,18500.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Bengaluru,0,1
1,Koramangala,0,0,0,1,200,6.0,1.0,1,1.0,2.0,2.0,CORPORATION,IF,1.0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
4,Gurappanapalya Ward,0,1,0,1,1550,5.0,2.0,1,7.0,2.0,4.0,CORP_BORE,AP,2.0,32000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bengaluru,1,3
3,Bellanduru,0,0,0,0,1000,4.0,2.0,2,2.0,0.0,2.0,BOREWELL,IF,0.0,16500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,3
3,Jnana Bharathi,0,0,0,1,1200,0.0,2.0,2,2.0,1.0,3.0,CORP_BORE,IF,2.0,20000.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,Bengaluru,1,0
3,Shakthi Ganapathi Nagar Ward,0,0,0,1,1800,1.0,2.0,1,2.0,0.0,0.0,CORP_BORE,IH,0.0,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,3
4,AGS Layout,0,1,0,1,1250,1.0,3.0,2,3.0,2.0,4.0,CORP_BORE,AP,1.0,19000.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,Bengaluru,1,3
4,Thubarahalli,0,1,0,1,1700,8.0,2.0,2,6.0,2.0,4.0,BOREWELL,AP,3.0,23000.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,Bengaluru,1,3
4,Katriguppe,0,0,0,0,1000,0.0,2.0,2,3.0,1.0,3.0,CORP_BORE,IF,1.0,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengaluru,1,0
2,Jayanagar,0,0,0,1,450,8.0,1.0,1,1.0,2.0,3.0,CORP_BORE,IF,1.0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bengaluru,1,1
3,Ejipura,0,0,0,0,850,3.0,2.0,1,2.0,0.0,4.0,CORP_BORE,IF,0.0,15000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,Bengaluru,1,1
