,Property Type,Property Size,Property Age,Number of Bathrooms,Property Facing Direction,Cupboard Availability,Floor Information,Water Supply Type,Building Type,Number of Balconies,Property Rent,Lift Availability,Gym Availability,Internet Availability,Air Conditioning Availability,Clubhouse Availability,Intercom Availability,Pool Availability,Covered Parking Availability,Fire Safety Measures,Servant Room Availability,Security Measures,Solar Charging Availability,Greenery/Park View,Rainwater Harvesting Availability,Sewage Treatment Plant Availability,Housekeeping Services,Power Backup Availability,Visitor Parking Availability,Furnishing Type (Encoded),Parking Type (Encoded),Property Zone - Bangalore East,Property Zone - Bangalore North,Property Zone - Bangalore South
441,2,450,7,1,1,1,1,1,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
442,3,800,5,1,2,2,1,1,1,1,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
445,3,600,6,1,2,2,1,2,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
448,4,1200,6,2,2,3,1,2,1,2,17500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
450,3,800,10,2,1,2,0,1,1,0,13500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
457,3,900,8,2,1,3,1,1,1,1,22000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
458,3,870,0,1,2,1,2,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
460,2,480,4,1,1,1,2,2,1,1,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
468,3,650,0,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,1,0
471,3,1200,15,2,2,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
472,3,1000,6,1,4,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
474,3,1200,2,2,2,2,3,2,1,1,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
479,4,1300,5,2,4,3,0,1,1,0,27000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1
481,3,800,20,1,1,2,1,1,1,1,16000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
482,2,450,1,1,2,1,4,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
485,3,700,0,1,1,0,2,2,1,0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
487,3,1200,3,2,2,2,1,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
489,2,600,1,1,1,0,2,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
492,1,800,10,1,1,1,2,1,1,1,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
495,3,1200,3,2,2,1,2,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
499,3,900,7,1,2,1,1,1,1,1,21000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
502,3,660,10,2,2,2,3,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
506,3,660,1,1,2,2,3,3,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
513,3,800,5,1,3,2,0,1,1,0,20000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1
514,2,325,4,1,4,1,1,1,1,1,8000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
516,3,600,10,2,2,2,0,2,1,0,10500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
521,3,750,10,1,3,2,2,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
523,3,900,5,1,4,1,1,1,1,1,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
525,3,1400,5,2,2,3,1,2,1,1,20000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
527,2,650,1,1,2,1,2,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
528,2,450,2,1,1,1,0,3,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
529,3,1000,10,2,1,3,0,1,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
531,2,550,2,2,1,1,1,3,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
534,3,550,15,1,3,2,1,1,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
536,2,350,1,1,2,1,2,2,1,0,10500.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
537,4,1600,2,3,2,2,1,2,1,0,21000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
539,2,400,0,1,4,1,3,2,1,1,9000.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0
541,3,600,2,1,1,2,3,1,1,1,15900.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
542,2,600,0,1,3,1,1,2,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
543,4,1100,10,2,1,2,1,1,1,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
546,3,1300,8,1,4,2,1,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
547,4,1500,2,2,2,1,0,2,1,0,32000.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
548,3,1100,17,2,1,0,0,2,1,0,18500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
552,3,960,1,2,3,2,0,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
553,3,1000,1,1,2,2,2,2,1,2,10000.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1
558,3,1200,10,2,2,2,1,2,1,0,19000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
560,3,650,3,2,2,2,1,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
563,3,800,2,2,2,2,3,2,1,1,17000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
565,3,700,1,2,2,2,1,2,1,0,9400.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
566,3,850,5,2,2,2,1,1,1,2,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
567,2,360,2,1,2,0,3,1,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
569,2,800,22,1,2,2,0,2,1,0,21000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,1,0
571,1,400,8,1,4,1,4,2,1,0,9500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0
572,1,400,1,1,1,1,4,2,1,0,9000.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
574,3,1200,5,2,1,2,2,1,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
577,3,500,0,1,2,2,2,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
580,3,900,6,2,1,3,0,1,1,1,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
581,2,400,5,1,4,1,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
584,2,400,0,1,1,1,1,3,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
586,3,400,8,1,2,0,3,1,1,1,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587,2,400,17,1,1,2,0,1,1,0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
591,1,300,0,1,1,1,4,2,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
596,4,1250,1,2,1,3,1,1,1,1,26000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
598,3,850,10,2,4,2,0,2,1,0,30000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
600,2,300,2,1,1,1,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
601,3,750,15,2,1,2,1,2,1,2,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
603,3,1000,12,2,2,2,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,1
606,1,350,4,1,2,1,4,2,1,1,14500.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,1
608,4,1200,10,3,3,2,0,2,1,2,14000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
610,3,600,7,1,1,1,1,2,1,1,11500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,3,450,15,1,3,0,1,1,1,1,9000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
615,2,550,0,1,1,0,1,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0
617,2,500,15,1,4,2,1,1,1,1,13000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
623,2,800,3,1,1,1,1,1,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
626,3,800,3,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
628,4,1500,10,3,1,3,0,1,1,2,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
632,2,700,0,1,3,2,0,2,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
634,4,1200,15,2,3,3,0,2,1,1,25000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
635,3,800,4,1,4,2,0,2,1,0,22000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
641,2,500,0,1,2,1,2,2,1,1,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
642,3,1000,0,2,2,2,2,1,1,1,23000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
646,3,625,1,2,4,2,1,1,1,0,14000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
650,2,600,1,1,1,1,2,2,1,2,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
651,2,650,2,1,1,2,2,1,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
657,2,400,10,1,1,2,2,1,1,1,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
658,1,300,17,1,2,1,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
660,3,900,5,2,1,0,2,1,1,0,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
662,2,800,8,2,1,1,0,1,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
664,3,600,1,1,2,2,1,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
666,2,550,2,1,2,1,0,3,1,1,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0
668,2,500,1,1,2,1,1,3,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
670,2,500,1,1,3,1,1,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
672,2,500,5,2,4,1,0,1,1,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
674,3,900,0,2,2,3,2,2,1,0,12000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,0,0,1
676,3,700,7,1,1,1,1,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
677,3,1000,8,2,1,2,1,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
678,3,800,3,1,1,0,2,1,1,0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
679,3,900,3,2,1,2,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
687,3,650,20,1,1,2,1,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
688,2,700,10,1,3,2,0,3,1,0,9500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
693,3,550,5,1,1,0,3,1,1,1,8500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
698,4,1350,10,2,1,3,0,2,1,0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
699,4,1200,10,2,1,0,1,1,1,1,12495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
701,3,500,3,1,4,2,1,3,1,2,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0
703,2,600,15,1,2,1,1,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
704,3,1100,5,2,1,2,1,2,1,1,25000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1
708,3,900,0,2,1,2,0,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
709,3,800,20,2,1,2,0,1,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
710,3,1200,10,2,2,2,0,1,1,0,15500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1
714,2,600,3,1,2,1,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
717,3,600,5,2,4,2,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
718,2,425,10,1,4,1,1,3,1,1,13000.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
719,4,1100,15,3,4,3,0,1,1,1,21000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1
723,3,1200,5,2,1,0,2,1,1,1,27000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
724,3,600,0,2,1,2,0,2,1,1,16000.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
728,3,900,15,1,1,3,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
729,3,650,10,1,1,3,0,1,1,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
731,3,570,20,1,2,1,1,1,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,1
739,3,800,3,1,2,1,2,3,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
740,3,800,0,2,1,2,0,2,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
742,2,400,3,1,2,1,3,2,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
744,3,340,3,1,3,1,3,1,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
745,1,300,2,1,1,1,4,2,1,1,8500.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
746,2,600,2,1,2,1,2,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
749,2,400,0,1,2,0,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
750,2,600,15,1,2,0,2,1,1,2,16000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
751,3,650,7,2,2,0,2,2,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
759,3,800,3,2,2,1,2,2,1,0,13000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
763,3,650,5,1,1,1,2,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
764,4,900,10,2,2,3,2,1,1,1,15000.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
767,4,1000,20,2,2,0,0,1,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
770,3,600,3,2,1,1,2,1,1,0,17500.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
773,3,650,8,1,2,0,1,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
774,3,1200,8,2,2,2,0,1,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
778,1,350,0,1,2,2,2,2,1,1,10000.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
780,2,500,5,1,1,1,0,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
783,1,225,10,1,2,1,3,2,1,0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
784,3,600,8,2,3,2,3,2,1,1,15000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
785,2,700,10,2,1,1,0,1,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
786,2,650,3,1,2,2,0,2,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
788,3,800,6,2,2,0,2,1,1,2,12500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1
789,2,700,3,1,1,1,1,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
791,3,1000,0,2,1,2,4,2,1,2,23000.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,3,1,0,0
793,3,1000,0,2,2,2,0,2,1,1,14000.0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,0,0,1
794,3,850,11,2,4,2,0,1,1,0,14000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
800,3,1200,8,2,4,2,0,1,1,0,20000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
802,3,1200,20,1,1,2,3,2,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
805,3,800,7,2,2,2,0,2,1,0,16000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
806,3,1000,5,2,4,0,1,2,1,1,13000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
808,3,1000,3,2,2,2,2,2,1,2,25000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0
809,3,800,8,2,1,1,0,1,1,0,9500.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
811,2,1500,2,1,2,2,2,1,1,1,9000.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
812,3,750,8,2,2,2,1,2,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
813,3,650,3,2,1,1,1,2,1,0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
814,2,600,5,1,2,2,2,2,1,1,11500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
815,2,450,4,1,1,1,1,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
817,3,450,15,1,2,1,2,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0
821,3,1000,5,1,2,2,1,2,1,1,13000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
824,3,900,14,1,1,2,0,2,1,0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
826,4,1400,8,3,1,3,1,2,1,2,26000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0
829,2,1200,7,1,1,1,0,2,1,1,12000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
830,1,350,8,1,4,1,2,1,1,1,12000.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
831,3,1200,5,2,1,2,0,3,1,0,12000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
837,3,800,20,2,3,2,0,3,1,1,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
838,3,700,7,1,3,0,1,1,1,0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
839,3,800,6,2,2,2,2,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
840,1,300,1,1,1,1,3,2,1,1,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,1,0,0
843,3,700,6,2,1,2,2,2,1,0,11000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
845,3,1100,14,1,4,1,0,2,1,0,12000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
846,3,1000,15,2,2,0,0,2,1,0,20000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
851,3,1200,15,1,4,2,0,2,1,0,15000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
852,3,900,12,2,2,3,1,1,1,1,18000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
855,4,500,6,3,1,3,0,1,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
859,3,650,0,2,1,2,2,2,1,0,9000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
861,3,700,5,1,1,2,0,1,1,0,10000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
863,3,800,1,1,3,0,2,1,1,0,8500.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
867,3,875,6,2,1,2,1,2,1,0,18000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
869,3,1200,7,1,1,2,2,2,1,1,8000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
872,3,600,15,2,2,3,1,2,1,1,16000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0
875,3,600,2,2,2,2,2,1,1,2,15000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
883,1,200,0,1,3,0,0,2,1,0,8000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
887,3,650,20,1,2,0,2,1,1,1,12000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
888,3,1300,5,2,4,2,1,1,1,1,17000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
889,3,600,0,2,4,2,2,2,1,1,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
890,3,1100,1,1,1,3,0,1,1,0,22500.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1
891,3,800,10,2,2,1,1,1,1,1,20000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
