type,locality,property_size,property_age,bathroom,facing,cup_board,floor,water_supply,building_type,balconies,rent,LIFT,GYM,INTERNET,AC,CLUB,INTERCOM,POOL,CPA,FS,SERVANT,SECURITY,SC,GP,RWH,STP,HK,PB,VP,furnishing_encoded,parking_encoded
2,Rajajinagar,600,1,1,1,0,2,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,Cleveland Town,800,10,1,1,1,2,1,1,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,AGS Layout,1200,3,2,2,1,2,3,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Shanthi Nagar,900,7,1,2,1,1,1,1,1,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Basavanagudi,660,10,2,2,2,3,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Varthur,660,1,1,2,2,3,3,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,BTM Layout,800,5,1,3,2,0,1,1,0,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3
2,Madiwala,325,4,1,4,1,1,1,1,1,8000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Katriguppe,600,10,2,2,2,0,2,1,0,10500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Jayanagar,750,10,1,3,2,2,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Halasuru,900,5,1,4,1,1,1,1,1,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Kaggadasapura,1400,5,2,2,3,1,2,1,1,20000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
2,Vignananagar,650,1,1,2,1,2,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Haralur,450,2,1,1,1,0,3,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,HSR Layout,1000,10,2,1,3,0,1,1,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,Marathahalli,550,2,2,1,1,1,3,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Prakash Nagar Ward,550,15,1,3,2,1,1,1,0,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,Marathahalli,350,1,1,2,1,2,2,1,0,10500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,Marenahalli,1600,2,3,2,2,1,2,1,0,21000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Sriramamandir Ward,400,0,1,4,1,3,2,1,1,9000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
3,HSR Layout,600,2,1,1,2,3,1,1,1,15900,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,Koramangala,600,0,1,3,1,1,2,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Bellanduru,1100,10,2,1,2,1,1,1,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hampi Nagar,1300,8,1,4,2,1,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4,HSR Layout,1500,2,2,2,1,0,2,1,0,32000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,Suddagunte Palya Ward,1100,17,2,1,0,0,2,1,0,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Lal Bahadur Shastri Nagar,960,1,2,3,2,0,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Hongasandra,1000,1,1,2,2,2,2,1,2,10000,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
3,Thippasandra,1200,10,2,2,2,1,2,1,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Hosakerehalli,650,3,2,2,2,1,2,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Basavanagudi,800,2,2,2,2,3,2,1,1,17000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,Varthur,700,1,2,2,2,1,2,1,0,9400,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Kamakshi Palya,850,5,2,2,2,1,1,1,2,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Dodda Nekkundi,360,2,1,2,0,3,1,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Jogupalya,800,22,1,2,2,0,2,1,0,21000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1
1,C V Raman Nagar,400,8,1,4,1,4,2,1,0,9500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3
1,Munekolala,400,1,1,1,1,4,2,1,0,9000,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
3,Yediyur Ward,1200,5,2,1,2,2,1,1,1,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Sudhama Nagara,500,0,1,2,2,2,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Narayanapura,900,6,2,1,3,0,1,1,1,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Madiwala,400,5,1,4,1,1,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Munekolala,400,0,1,1,1,1,3,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
3,Jakkasandra,400,8,1,2,0,3,1,1,1,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jayanagar,400,17,1,1,2,0,1,1,0,9500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,Jakkasandra,300,0,1,1,1,4,2,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,Prakash Nagar Ward,1250,1,2,1,3,1,1,1,1,26000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,HSR Layout,850,10,2,4,2,0,2,1,0,30000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Hagadur,300,2,1,1,1,1,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3,Hosa Tippasandra,750,15,2,1,2,1,2,1,2,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,ISRO Layout,1000,12,2,2,2,0,1,1,0,15000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
1,Koramangala,350,4,1,2,1,4,2,1,1,14500,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3
4,Nagarabhavi,1200,10,3,3,2,0,2,1,2,14000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Jaraganahalli Ward,600,7,1,1,1,1,2,1,1,11500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,Hampi Nagar,450,15,1,3,0,1,1,1,1,9000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,Wilson Garden,550,0,1,1,0,1,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
2,Gurappanapalya Ward,500,15,1,4,2,1,1,1,1,13000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
2,Bellanduru,800,3,1,1,1,1,1,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
3,Kumaraswamy Layout,800,3,1,2,2,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4,Nagarabhavi,1500,10,3,1,3,0,1,1,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Puttenahalli,700,0,1,3,2,0,2,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,Koramangala,1200,15,2,3,3,0,2,1,1,25000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,HSR Layout,800,4,1,4,2,0,2,1,0,22000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Ejipura,500,0,1,2,1,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Hampi Nagar,1000,0,2,2,2,2,1,1,1,23000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Sriramamandir Ward,625,1,2,4,2,1,1,1,0,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,Kaggadasapura,600,1,1,1,1,2,2,1,2,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Vignananagar,650,2,1,1,2,2,1,1,1,11500,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
2,Varthur,400,10,1,1,2,2,1,1,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Madiwala,300,17,1,2,1,2,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Puttenahalli,900,5,2,1,0,2,1,1,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Nagarabhavi,800,8,2,1,1,0,1,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Bellanduru,550,2,1,2,1,0,3,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2,Dodda Nekkundi,500,1,1,2,1,1,3,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2,Basavanagudi,500,1,1,3,1,1,2,1,0,8500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,Koramangala,500,5,2,4,1,0,1,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,AGS Layout,900,0,2,2,3,2,2,1,0,12000,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2
3,Kottigepalya,800,3,1,1,0,2,1,1,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,Jnana Bharathi,900,3,2,1,2,0,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,ISRO Layout,650,20,1,1,2,1,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Lal Bahadur Shastri Nagar,700,10,1,3,2,0,3,1,0,9500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,Puttenahalli,1350,10,2,1,3,0,2,1,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Rajarajeshwari Nagar,1200,10,2,1,0,1,1,1,1,12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Kadugodi,500,3,1,4,2,1,3,1,2,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
2,Sriramamandir Ward,600,15,1,2,1,1,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3,Ejipura,1100,5,2,1,2,1,2,1,1,25000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,Ittamadu,900,0,2,1,2,0,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Banashankari,800,20,2,1,2,0,1,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Pattanagere,1200,10,2,2,2,0,1,1,0,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2,Rajarajeshwari Nagar,600,3,1,2,1,2,2,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Hongasandra,600,5,2,4,2,0,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2,BTM Layout,425,10,1,4,1,1,3,1,1,13000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
4,HSR Layout,1100,15,3,4,3,0,1,1,1,21000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3
3,HSR Layout,1200,5,2,1,0,2,1,1,1,27000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3,Bellanduru,600,0,2,1,2,0,2,1,1,16000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,Vrisabhavathi Nagar,900,15,1,1,3,0,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Rajajinagar,650,10,1,1,3,0,1,1,0,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,BTM Layout,570,20,1,2,1,1,1,1,1,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3
3,Haralur,800,3,1,2,1,2,3,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Sriramamandir Ward,800,0,2,1,2,0,2,1,0,17500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Vijayanagar,400,3,1,2,1,3,2,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Hosa Tippasandra,340,3,1,3,1,3,1,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Pattabhiram Nagar,300,2,1,1,1,4,2,1,1,8500,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2,Jakkasandra,600,2,1,2,1,2,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Sriramamandir Ward,400,0,1,2,0,0,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Hosa Tippasandra,600,15,1,2,0,2,1,1,2,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Srinagar,650,7,2,2,0,2,2,1,0,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,Rajajinagar,800,3,2,2,1,2,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Sunkenahalli Ward,650,5,1,1,1,2,2,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Vishveshwara Puram,900,10,2,2,3,2,1,1,1,15000,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
4,BCC Layout,1000,20,2,2,0,0,1,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HSR Layout,600,3,2,1,1,2,1,1,0,17500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Jaraganahalli Ward,650,8,1,2,0,1,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Shakambari Nagar,1200,8,2,2,2,0,1,1,0,18000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,Varthur,350,0,1,2,2,2,2,1,1,10000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2,Sarakki,500,5,1,1,1,0,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,Jayanagar,225,10,1,2,1,3,2,1,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Ejipura,600,8,2,3,2,3,2,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Jakkasandra,700,10,2,1,1,0,1,1,0,10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,Munekolala,650,3,1,2,2,0,2,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
3,Hosakerehalli,800,6,2,2,0,2,1,1,2,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
2,Kaggadasapura,700,3,1,1,1,1,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3,Thubarahalli,1000,0,2,1,2,4,2,1,2,23000,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,3
3,AGS Layout,1000,0,2,2,2,0,2,1,1,14000,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3
3,HAL Airport Ward,850,11,2,4,2,0,1,1,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3,Bellanduru,1200,8,2,4,2,0,1,1,0,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Kamakshi Palya,1200,20,1,1,2,3,2,1,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,GM Palya,800,7,2,2,2,0,2,1,0,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Mangammanapalya,1000,5,2,4,0,1,2,1,1,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Shivanagara,1000,3,2,2,2,2,2,1,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Hosakerehalli,800,8,2,1,1,0,1,1,0,9500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,Srinivasapura,1500,2,1,2,2,2,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,Bilekahalli,750,8,2,2,2,1,2,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Puttenahalli,650,3,2,1,1,1,2,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,Jakkasandra,600,5,1,2,2,2,2,1,1,11500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Madiwala,450,4,1,1,1,1,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Others,450,15,1,2,1,2,1,1,1,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
3,Bhuvaneshwari Nagar,1000,5,1,2,2,1,2,1,1,13000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Jnana Bharathi,900,14,1,1,2,0,2,1,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Attiguppe,1400,8,3,1,3,1,2,1,2,26000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
2,Ambalipura,1200,7,1,1,1,0,2,1,1,12000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,Koramangala,350,8,1,4,1,2,1,1,1,12000,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,Ramagondanahalli,1200,5,2,1,2,0,3,1,0,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
3,Madiwala,800,20,2,3,2,0,3,1,1,20000,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
3,Udaya Nagar,700,7,1,3,0,1,1,1,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,Kumaraswamy Layout,800,6,2,2,2,2,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,Dodda Nekkundi,300,1,1,1,1,3,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0
3,Katriguppe,700,6,2,1,2,2,2,1,0,11000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Hosa Tippasandra,1100,14,1,4,1,0,2,1,0,12000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Suddagunte Palya Ward,1000,15,2,2,0,0,2,1,0,20000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
3,Sriramamandir Ward,1200,15,1,4,2,0,2,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Narayanapura,900,12,2,2,3,1,1,1,1,18000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
4,Srinagar,500,6,3,1,3,0,1,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Jaraganahalli Ward,650,0,2,1,2,2,2,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Ittamadu,700,5,1,1,2,0,1,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Sunkenahalli Ward,875,6,2,1,2,1,2,1,0,18000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,Jnana Bharathi,1200,7,1,1,2,2,2,1,1,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3,Benniganahalli Ward,600,15,2,2,3,1,2,1,1,16000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
3,Mangammanapalya,600,2,2,2,2,2,1,1,2,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,BTM Layout,200,0,1,3,0,0,2,1,0,8000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,Halasuru,650,20,1,2,0,2,1,1,1,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,Banashankari,1300,5,2,4,2,1,1,1,1,17000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,HSR Layout,600,0,2,4,2,2,2,1,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Shakambari Nagar,1100,1,1,1,3,0,1,1,0,22500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
3,Ejipura,800,10,2,2,1,1,1,1,1,20000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,Rajajinagar,600,15,1,4,2,1,1,1,1,8500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Hongasandra,1000,1,2,4,2,2,2,1,1,11000,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
3,Kumaraswamy Layout,800,10,1,1,1,0,2,1,1,15000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Hoodi,950,6,2,1,2,0,2,1,0,14000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
3,Thubarahalli,1100,5,2,2,0,2,1,1,2,16000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,Hanumantha Nagar,1400,1,2,1,2,1,2,1,2,17000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
3,Basavanagudi,1000,20,1,4,2,0,2,1,0,23000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,Jakkasandra,800,6,2,2,0,2,1,1,1,17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Bellanduru,650,10,1,1,2,1,3,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Bellanduru,400,0,1,1,1,0,3,1,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Basavanagudi,500,9,1,1,1,2,1,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,Marenahalli,1040,9,2,1,2,1,1,1,1,14000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Chamarajpet,1050,7,2,2,0,1,2,1,0,18000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2,Rajarajeshwari Nagar,600,10,1,2,0,1,2,1,0,8000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,Others,1000,12,2,2,2,1,1,1,1,20000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
2,HSR Layout,600,2,1,3,2,0,1,1,1,18000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3
2,Udaya Nagar,600,0,1,2,1,0,1,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,Jayanagar,500,10,1,1,2,3,1,1,0,13000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2,Domlur,500,4,1,1,2,3,2,1,1,16000,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3,Puttenahalli,850,2,2,1,2,1,2,1,1,15000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,Hanumantha Nagar,600,2,2,2,2,1,2,1,0,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Sunkenahalli Ward,450,15,1,2,0,1,2,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,Prakash Nagar Ward,800,2,1,2,2,2,2,1,0,13000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Domlur,450,10,1,3,1,3,2,1,1,9000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,Devasandra,869,5,1,1,1,0,1,1,0,9000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3,Vignananagar,700,5,1,1,2,0,1,1,0,12500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
3,Koramangala,1270,14,2,2,2,0,2,1,0,32000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,Haralur,600,1,2,2,2,2,2,1,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,Banashankari,850,3,1,2,2,2,2,1,1,12000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
